date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:31:43	177884/177884	---MCZ	200	added ('OK')	text/html	etag:cacheable:4b18f81ae1af7f5c4799c89bb4b81168	https://www.haloneuro.com/pages/results	C:/My%20Web%20Sites/waft/www.haloneuro.com/pages/results.html	(from https://www.haloneuro.com/)
02:31:44	96994/96994	---MCZ	200	added ('OK')	text/html	etag:cacheable:06e8c5deaad99526fe658c4b450eeb13	https://www.haloneuro.com/pages/halo-sport-for-musicians	C:/My%20Web%20Sites/waft/www.haloneuro.com/pages/halo-sport-for-musicians.html	(from https://www.haloneuro.com/)
02:31:45	79421/79421	---MCZ	200	added ('OK')	text/html	etag:cacheable:82e9a755b72b659ba510b712ddb49c4f	https://www.haloneuro.com/pages/skill	C:/My%20Web%20Sites/waft/www.haloneuro.com/pages/skill.html	(from https://www.haloneuro.com/)
02:31:46	87250/87250	---MCZ	200	added ('OK')	text/html	etag:cacheable:e71c1b28af07f46d2e744f3fb071c185	https://www.haloneuro.com/pages/strength	C:/My%20Web%20Sites/waft/www.haloneuro.com/pages/strength.html	(from https://www.haloneuro.com/)
02:31:47	79557/79557	---MCZ	200	added ('OK')	text/html	etag:cacheable:86074287a55971090b11fc817b0837c9	https://www.haloneuro.com/pages/endurance	C:/My%20Web%20Sites/waft/www.haloneuro.com/pages/endurance.html	(from https://www.haloneuro.com/)
02:31:48	4102/4102	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Jul%202020%2004:51:36%20GMT	http://cdn.shopify.com/s/files/1/0037/7965/7840/files/logo_200x.png?v=1536788961	C:/My%20Web%20Sites/waft/cdn.shopify.com/s/files/1/0037/7965/7840/files/logo_200x1727.png	(from https://www.haloneuro.com/)
02:31:50	120360/120360	---MCZ	200	added ('OK')	text/html	etag:cacheable:0cb3374b2df849c7b2a7044a3146a7e7	https://www.haloneuro.com/pages/support	C:/My%20Web%20Sites/waft/www.haloneuro.com/pages/support.html	(from https://www.haloneuro.com/)
02:31:51	2235/2235	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Jun%202020%2015:51:00%20GMT	http://cdn.shopify.com/s/files/1/0037/7965/7840/files/logo_120x.png?v=1536788961	C:/My%20Web%20Sites/waft/cdn.shopify.com/s/files/1/0037/7965/7840/files/logo_120x1727.png	(from https://www.haloneuro.com/)
02:31:54	62553/62553	---MCZ	200	added ('OK')	text/html	etag:cacheable:db22dfc878aa9ee35c1022fda3e28653	https://www.haloneuro.com/cart	C:/My%20Web%20Sites/waft/www.haloneuro.com/cart.html	(from https://www.haloneuro.com/)
02:31:58	275741/275741	---MCZ	200	added ('OK')	text/css	date:Fri,%2008%20May%202020%2014:33:02%20GMT	https://cdn.getshogun.com/5eb56d8b81b513006b883ccc.css	C:/My%20Web%20Sites/waft/cdn.getshogun.com/5eb56d8b81b513006b883ccc.css	(from https://www.haloneuro.com/)
02:32:00	10675/10675	---M-Z	200	added ('OK')	application/javascript	etag:%226c2dbbc6f49f94c25fab2d187fc4f1ac%22	https://lib.getshogun.com/lazysizes/2.0.0/shogun-lazysizes.js	C:/My%20Web%20Sites/waft/lib.getshogun.com/lazysizes/2.0.0/shogun-lazysizes.js	(from https://www.haloneuro.com/)
02:32:03	4894/4894	---M--	200	added ('OK')	image/png	etag:%22efb01afa2e6f15bde8bf9550ae3be5ae%22	https://halo-shopify-assets.s3-us-west-2.amazonaws.com/img/slider-right%402x.png	C:/My%20Web%20Sites/waft/halo-shopify-assets.s3-us-west-2.amazonaws.com/img/slider-right@2x.png	(from https://www.haloneuro.com/)
02:32:09	5776/5776	---M--	200	added ('OK')	image/png	etag:%22f1174414088e2e185992179cee60ec1b%22	https://halo-shopify-assets.s3-us-west-2.amazonaws.com/img/slider-left%402x+2.png	C:/My%20Web%20Sites/waft/halo-shopify-assets.s3-us-west-2.amazonaws.com/img/slider-left@2x+2.png	(from https://www.haloneuro.com/)
02:32:12	127501/127501	---MCZ	200	added ('OK')	text/html	etag:cacheable:ab32dad19fea6a599e58c8f312840c92	https://www.haloneuro.com/pages/user-stories	C:/My%20Web%20Sites/waft/www.haloneuro.com/pages/user-stories.html	(from https://www.haloneuro.com/)
02:32:14	135807/135807	---MCZ	200	added ('OK')	text/html	etag:cacheable:01aa8cbef446d2fb9e9a36bb3b450a93	https://www.haloneuro.com/pages/researchpapers	C:/My%20Web%20Sites/waft/www.haloneuro.com/pages/researchpapers.html	(from https://www.haloneuro.com/)
02:32:15	80/80	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Jul%202020%2001:32:04%20GMT	https://www.haloneuro.com/science	C:/My%20Web%20Sites/waft/www.haloneuro.com/science	(from https://www.haloneuro.com/)
02:32:15	80/80	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Jul%202020%2001:32:05%20GMT	https://www.haloneuro.com/science	C:/My%20Web%20Sites/waft/www.haloneuro.com/science	(from https://www.haloneuro.com/)
02:32:28	117162/117162	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2018%20May%202020%2018:30:29%20GMT	https://cdn.getshogun.com/5eb56d8b81b513006b883ccc.js	C:/My%20Web%20Sites/waft/cdn.getshogun.com/5eb56d8b81b513006b883ccc.js	(from https://www.haloneuro.com/)
02:32:28	107/107	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Jul%202020%2001:32:17%20GMT	http://www.haloneuro.com/halosport2guide	C:/My%20Web%20Sites/waft/www.haloneuro.com/halosport2guide.22.delayed	(from https://www.haloneuro.com/)
02:32:30	152/152	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Jul%202020%2001:32:19%20GMT	https://www.haloneuro.com/halosport2guide	C:/My%20Web%20Sites/waft/www.haloneuro.com/halosport2guide	(from https://www.haloneuro.com/)
02:32:33	105204/105204	---MCZ	200	added ('OK')	text/html	etag:cacheable:6d035a8b1cc39e44f58c9be5eef4f935	https://www.haloneuro.com/pages/case-studies	C:/My%20Web%20Sites/waft/www.haloneuro.com/pages/case-studies.html	(from https://www.haloneuro.com/)
02:32:37	157188/157188	---MCZ	200	added ('OK')	text/html	etag:cacheable:7be39e9e854c9e18d290c1d6b30ba291	https://www.haloneuro.com/pages/military	C:/My%20Web%20Sites/waft/www.haloneuro.com/pages/military.html	(from https://www.haloneuro.com/)
02:32:38	125082/125082	---MCZ	200	added ('OK')	text/html	etag:cacheable:1bc1e03e70ae507aa2dc61c0b5ec6f6f	https://www.haloneuro.com/pages/leadership	C:/My%20Web%20Sites/waft/www.haloneuro.com/pages/leadership.html	(from https://www.haloneuro.com/)
02:32:40	100239/100239	---MCZ	200	added ('OK')	text/html	etag:cacheable:a8e59849e7de508a9334fca4788650fb	https://www.haloneuro.com/pages/press	C:/My%20Web%20Sites/waft/www.haloneuro.com/pages/press.html	(from https://www.haloneuro.com/)
02:32:42	72094/72094	---MCZ	200	added ('OK')	text/html	etag:cacheable:140206272d915cbe1ca12475f3fdbbec	https://www.haloneuro.com/blogs/halo	C:/My%20Web%20Sites/waft/www.haloneuro.com/blogs/halo.html	(from https://www.haloneuro.com/)
02:32:44	83010/83010	---MCZ	200	added ('OK')	text/html	etag:cacheable:94a04a76ef8754e7c262058fa4212aaf	https://www.haloneuro.com/pages/careers	C:/My%20Web%20Sites/waft/www.haloneuro.com/pages/careers.html	(from https://www.haloneuro.com/)
02:32:47	91140/91140	---MCZ	200	added ('OK')	text/html	etag:cacheable:ea6cdb659572f9494da8b65f406cfb0a	https://www.haloneuro.com/pages/privacy-policy	C:/My%20Web%20Sites/waft/www.haloneuro.com/pages/privacy-policy.html	(from https://www.haloneuro.com/)
02:32:49	94755/94755	---MCZ	200	added ('OK')	text/html	etag:cacheable:507c3012ca9a67e3c6b80d4d9dd393f4	https://www.haloneuro.com/pages/terms-of-use	C:/My%20Web%20Sites/waft/www.haloneuro.com/pages/terms-of-use.html	(from https://www.haloneuro.com/)
02:32:58	75838/75838	---MCZ	200	added ('OK')	text/html	etag:cacheable:bf5dca8c2050a24e5629d7749a76351d	https://www.haloneuro.com/pages/terms-of-sale	C:/My%20Web%20Sites/waft/www.haloneuro.com/pages/terms-of-sale.html	(from https://www.haloneuro.com/)
02:33:02	37315/37315	---M-Z	200	added ('OK')	application/x-javascript	etag:%223fec0c9a963000345fddd35c5ea3ac39%22	https://static.klaviyo.com/onsite/js/klaviyo.js?company_id=PVfcsM	C:/My%20Web%20Sites/waft/static.klaviyo.com/onsite/js/klaviyo6612.js	(from https://www.haloneuro.com/)
02:33:02	844/844	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2020%20Feb%202020%2020:48:18%20GMT	http://cdn.shopify.com/s/files/1/0037/7965/7840/t/28/assets/ico-select.svg	C:/My%20Web%20Sites/waft/cdn.shopify.com/s/files/1/0037/7965/7840/t/28/assets/ico-select.svg	(from http://cdn.shopify.com/s/files/1/0037/7965/7840/t/28/assets/theme.scss.css?v=3832667842868341277)
02:33:03	21539/21539	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Jul%202020%2007:44:12%20GMT	http://cdn.shopify.com/s/files/1/0037/7965/7840/products/Product_Image_Hero_1200x630.jpg?v=1575913431	C:/My%20Web%20Sites/waft/cdn.shopify.com/s/files/1/0037/7965/7840/products/Product_Image_Hero_1200x630e944.jpg	(from https://www.haloneuro.com/products/halo-sport-2)
02:33:13	17275/17275	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Apr%202020%2020:23:56%20GMT	http://cdn.shopify.com/s/files/1/0037/7965/7840/products/Product_Image_quarter_1200x630.jpg?v=1575913431	C:/My%20Web%20Sites/waft/cdn.shopify.com/s/files/1/0037/7965/7840/products/Product_Image_quarter_1200x630e944.jpg	(from https://www.haloneuro.com/products/halo-sport-2)
02:33:15	19537/19537	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Jul%202020%2008:35:18%20GMT	http://cdn.shopify.com/s/files/1/0037/7965/7840/products/Product_Image_flat_1200x630.jpg?v=1575913444	C:/My%20Web%20Sites/waft/cdn.shopify.com/s/files/1/0037/7965/7840/products/Product_Image_flat_1200x6302d64.jpg	(from https://www.haloneuro.com/products/halo-sport-2)
02:33:24	8714/8714	---MCZ	200	added ('OK')	application/json+oembed	etag:cacheable:0f01b26ecb3ec8996c66bec2725cdd98	https://www.haloneuro.com/products/halo-sport-2.oembed	C:/My%20Web%20Sites/waft/www.haloneuro.com/products/halo-sport-2.oembed	(from https://www.haloneuro.com/products/halo-sport-2)
02:33:31	49497/49497	---MCZ	200	added ('OK')	text/css	date:Wed,%2008%20Jan%202020%2019:06:30%20GMT	https://cdn.getshogun.com/5e16282703126b006a6a76fc.css	C:/My%20Web%20Sites/waft/cdn.getshogun.com/5e16282703126b006a6a76fc.css	(from https://www.haloneuro.com/products/halo-sport-2)
02:33:56	114150/114150	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2008%20May%202020%2023:07:09%20GMT	https://cdn.getshogun.com/5e16282703126b006a6a76fc.js	C:/My%20Web%20Sites/waft/cdn.getshogun.com/5e16282703126b006a6a76fc.js	(from https://www.haloneuro.com/products/halo-sport-2)
02:34:07	2770/2770	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Jul%202020%2001:33:57%20GMT	http://cdn.shopify.com/s/files/1/0037/7965/7840/products/Product_Image_Hero_{width}x.jpg?v=1575913431	C:/My%20Web%20Sites/waft/cdn.shopify.com/s/files/1/0037/7965/7840/products/Product_Image_Hero_{width}x.36e944.delayed	(from https://www.haloneuro.com/products/halo-sport-2)
02:34:10	148964/148964	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Jul%202020%2023:11:30%20GMT	http://cdn.shopify.com/s/files/1/0037/7965/7840/products/Product_Image_Hero_1800x1800.jpg?v=1575913431	C:/My%20Web%20Sites/waft/cdn.shopify.com/s/files/1/0037/7965/7840/products/Product_Image_Hero_1800x1800e944.jpg	(from https://www.haloneuro.com/products/halo-sport-2)
02:34:17	27612/27612	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Jul%202020%2014:12:08%20GMT	http://cdn.shopify.com/s/files/1/0037/7965/7840/products/Product_Image_Hero_740x.jpg?v=1575913431	C:/My%20Web%20Sites/waft/cdn.shopify.com/s/files/1/0037/7965/7840/products/Product_Image_Hero_740xe944.jpg	(from https://www.haloneuro.com/products/halo-sport-2)
02:34:21	2770/2770	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Jul%202020%2001:34:11%20GMT	http://cdn.shopify.com/s/files/1/0037/7965/7840/products/Product_Image_quarter_{width}x.jpg?v=1575913431	C:/My%20Web%20Sites/waft/cdn.shopify.com/s/files/1/0037/7965/7840/products/Product_Image_quarter_{width}xe944.jpg	(from https://www.haloneuro.com/products/halo-sport-2)
02:34:21	108931/108931	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Jul%202020%2003:44:18%20GMT	http://cdn.shopify.com/s/files/1/0037/7965/7840/products/Product_Image_quarter_1800x1800.jpg?v=1575913431	C:/My%20Web%20Sites/waft/cdn.shopify.com/s/files/1/0037/7965/7840/products/Product_Image_quarter_1800x1800e944.jpg	(from https://www.haloneuro.com/products/halo-sport-2)
02:34:28	21896/21896	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20May%202020%2011:29:54%20GMT	http://cdn.shopify.com/s/files/1/0037/7965/7840/products/Product_Image_quarter_740x.jpg?v=1575913431	C:/My%20Web%20Sites/waft/cdn.shopify.com/s/files/1/0037/7965/7840/products/Product_Image_quarter_740xe944.jpg	(from https://www.haloneuro.com/products/halo-sport-2)
02:34:36	2770/2770	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Jul%202020%2001:34:26%20GMT	http://cdn.shopify.com/s/files/1/0037/7965/7840/products/Product_Image_flat_{width}x.jpg?v=1575913444	C:/My%20Web%20Sites/waft/cdn.shopify.com/s/files/1/0037/7965/7840/products/Product_Image_flat_{width}x2d64.jpg	(from https://www.haloneuro.com/products/halo-sport-2)
02:34:36	123565/123565	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20Jul%202020%2011:00:13%20GMT	http://cdn.shopify.com/s/files/1/0037/7965/7840/products/Product_Image_flat_1800x1800.jpg?v=1575913444	C:/My%20Web%20Sites/waft/cdn.shopify.com/s/files/1/0037/7965/7840/products/Product_Image_flat_1800x18002d64.jpg	(from https://www.haloneuro.com/products/halo-sport-2)
02:34:41	24836/24836	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Jul%202020%2005:30:52%20GMT	http://cdn.shopify.com/s/files/1/0037/7965/7840/products/Product_Image_flat_740x.jpg?v=1575913444	C:/My%20Web%20Sites/waft/cdn.shopify.com/s/files/1/0037/7965/7840/products/Product_Image_flat_740x2d64.jpg	(from https://www.haloneuro.com/products/halo-sport-2)
02:34:46	71055/71055	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Jul%202020%2003:44:18%20GMT	http://cdn.shopify.com/s/files/1/0037/7965/7840/products/Product_Image_Side_b34072e1-bc03-4057-bcfd-d9909ce47c6c_1800x1800.jpg?v=1575913456	C:/My%20Web%20Sites/waft/cdn.shopify.com/s/files/1/0037/7965/7840/products/Product_Image_Side_b34072e1-bc03-4057-bcfd-d9909ce47c6c_1800x1800315c.jpg	(from https://www.haloneuro.com/products/halo-sport-2)
02:34:48	2770/2770	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Jul%202020%2001:34:38%20GMT	http://cdn.shopify.com/s/files/1/0037/7965/7840/products/Product_Image_Side_b34072e1-bc03-4057-bcfd-d9909ce47c6c_{width}x.jpg?v=1575913456	C:/My%20Web%20Sites/waft/cdn.shopify.com/s/files/1/0037/7965/7840/products/Product_Image_Side_b34072e1-bc03-4057-bcfd-d9909ce47c6c_{width}x315c.jpg	(from https://www.haloneuro.com/products/halo-sport-2)
02:34:54	15045/15045	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Jul%202020%2023:32:11%20GMT	http://cdn.shopify.com/s/files/1/0037/7965/7840/products/Product_Image_Side_b34072e1-bc03-4057-bcfd-d9909ce47c6c_740x.jpg?v=1575913456	C:/My%20Web%20Sites/waft/cdn.shopify.com/s/files/1/0037/7965/7840/products/Product_Image_Side_b34072e1-bc03-4057-bcfd-d9909ce47c6c_740x315c.jpg	(from https://www.haloneuro.com/products/halo-sport-2)
02:35:00	3401/3401	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Jul%202020%2023:32:11%20GMT	http://cdn.shopify.com/s/files/1/0037/7965/7840/products/Product_Image_Hero_180x.jpg?v=1575913431	C:/My%20Web%20Sites/waft/cdn.shopify.com/s/files/1/0037/7965/7840/products/Product_Image_Hero_180xe944.jpg	(from https://www.haloneuro.com/products/halo-sport-2)
02:35:05	2878/2878	---M--	200	added ('OK')	image/jpeg	date:Sun,%2019%20Jul%202020%2019:46:35%20GMT	http://cdn.shopify.com/s/files/1/0037/7965/7840/products/Product_Image_quarter_180x.jpg?v=1575913431	C:/My%20Web%20Sites/waft/cdn.shopify.com/s/files/1/0037/7965/7840/products/Product_Image_quarter_180xe944.jpg	(from https://www.haloneuro.com/products/halo-sport-2)
02:35:20	3045/3045	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Jul%202020%2016:59:09%20GMT	http://cdn.shopify.com/s/files/1/0037/7965/7840/products/Product_Image_flat_180x.jpg?v=1575913444	C:/My%20Web%20Sites/waft/cdn.shopify.com/s/files/1/0037/7965/7840/products/Product_Image_flat_180x2d64.jpg	(from https://www.haloneuro.com/products/halo-sport-2)
02:35:44	1977/1977	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Jul%202020%2001:35:33%20GMT	http://cdn.shopify.com/s/files/1/0037/7965/7840/products/Product_Image_Side_b34072e1-bc03-4057-bcfd-d9909ce47c6c_180x.jpg?v=1575913456	C:/My%20Web%20Sites/waft/cdn.shopify.com/s/files/1/0037/7965/7840/products/Product_Image_Side_b34072e1-bc03-4057-bcfd-d9909ce47c6c_180x315c.jpg	(from https://www.haloneuro.com/products/halo-sport-2)
02:36:39	0/-1	---M--	301	error ('')			http://www.haloneuro.com/halosport2guide	C:/My%20Web%20Sites/waft/www.haloneuro.com/halosport2guide.46.delayed	(from https://www.haloneuro.com/products/halo-sport-2)
02:37:23	25016/25016	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20Jul%202020%2011:09:45%20GMT	http://cdn.shopify.com/s/files/1/0037/7965/7840/products/P1020395_1_1200x630.jpg?v=1576870270	C:/My%20Web%20Sites/waft/cdn.shopify.com/s/files/1/0037/7965/7840/products/P1020395_1_1200x630b2b2.jpg	(from https://www.haloneuro.com/collections/frontpage)
02:37:26	20806/20806	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Jul%202020%2005:22:27%20GMT	http://cdn.shopify.com/s/files/1/0037/7965/7840/products/Product-Halo-recharge-kit_1200x630.jpg?v=1545934046	C:/My%20Web%20Sites/waft/cdn.shopify.com/s/files/1/0037/7965/7840/products/Product-Halo-recharge-kit_1200x630b5cf.jpg	(from https://www.haloneuro.com/collections/frontpage)
02:37:36	15741/15741	---MCZ	200	added ('OK')	application/atom+xml	etag:cacheable:255b30556939c79b4767c0086d2b395a	https://www.haloneuro.com/collections/frontpage.atom	C:/My%20Web%20Sites/waft/www.haloneuro.com/collections/frontpage.atom	(from https://www.haloneuro.com/collections/frontpage)
02:37:42	13789/13789	---MCZ	200	added ('OK')	application/json+oembed	etag:cacheable:10357d03082955fa7eeaa82f60c72c60	https://www.haloneuro.com/collections/frontpage.oembed	C:/My%20Web%20Sites/waft/www.haloneuro.com/collections/frontpage.oembed	(from https://www.haloneuro.com/collections/frontpage)
02:37:48	392/392	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2015%20Feb%202019%2006:09:14%20GMT	http://cdn.shopify.com/s/assets/themes_support/ga_urchin_forms-99e991855b3d8ddc69e625c68ab0579dd9927b611c2ec4943d396c72e3af0849.js	C:/My%20Web%20Sites/waft/cdn.shopify.com/s/assets/themes_support/ga_urchin_forms-99e991855b3d8ddc69e625c68ab0579dd9927b611c2ec4943d396c72e3af0849.js	(from https://www.haloneuro.com/collections/frontpage)
02:37:54	10784/10784	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Jul%202020%2005:22:42%20GMT	http://cdn.shopify.com/s/files/1/0037/7965/7840/products/Product_Image_Hero_400x.jpg?v=1575913431	C:/My%20Web%20Sites/waft/cdn.shopify.com/s/files/1/0037/7965/7840/products/Product_Image_Hero_400xe944.jpg	(from https://www.haloneuro.com/collections/frontpage)
02:37:54	108382/108382	---MCZ	200	added ('OK')	text/html	etag:cacheable:58f1e9556781952202b16f8a95939892	https://www.haloneuro.com/collections/frontpage/products/halo-sport-2	C:/My%20Web%20Sites/waft/www.haloneuro.com/collections/frontpage/products/halo-sport-2.html	(from https://www.haloneuro.com/collections/frontpage)
02:37:57	2770/2770	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Jul%202020%2001:37:47%20GMT	http://cdn.shopify.com/s/files/1/0037/7965/7840/products/P1020395_1_{width}x.jpg?v=1576870270	C:/My%20Web%20Sites/waft/cdn.shopify.com/s/files/1/0037/7965/7840/products/P1020395_1_{width}xb2b2.jpg	(from https://www.haloneuro.com/collections/frontpage)
